Employee Number,Attrition,Age,Gender,Marital Status,Department,Job Role,BusinessTravel,Daily Rate,Standard Hours,Hourly Rate,Distance From Home,Education,Education Field,Employee Count,Environment Satisfaction,Job Involvement,Job Level,Job Satisfaction,Monthly Income,Monthly Rate,Number Companies Worked,Over 18,Over Time,Percent Salary Hike,Performance Rating,Relationship Satisfaction,Stock Option Level,Total Working Experience,Training Times Last Year,Work Life Balance,Years At Company,Years In Current Role,Years Since Last Promotion,Years With Current Manager
870,No,35,Male,Married,Research & Development,Laboratory Technician,Travel_Frequently,636,80,47,4,4,Other,1,4,2,1,4,2376,26537,1,Y,No,13,3,2,1,2,2,4,2,2,2,2
871,Yes,43,Female,Single,Sales,Sales Executive,Travel_Rarely,1372,80,85,9,3,Marketing,1,1,1,2,3,5346,9489,8,Y,No,13,3,2,0,7,2,2,4,3,1,3
872,No,32,Female,Divorced,Sales,Sales Representative,Non-Travel,862,80,76,2,1,Life Sciences,1,3,3,1,1,2827,14947,1,Y,No,12,3,3,3,1,3,3,1,0,0,0
873,No,56,Female,Divorced,Research & Development,Manager,Travel_Rarely,718,80,92,4,4,Technical Degree,1,4,3,5,1,19943,18575,4,Y,No,13,3,4,1,28,2,3,5,2,4,2
874,No,29,Female,Married,Research & Development,Laboratory Technician,Travel_Rarely,1401,80,54,6,1,Medical,1,2,3,1,4,3131,26342,1,Y,No,13,3,1,1,10,5,3,10,8,0,8
875,No,19,Male,Single,Research & Development,Research Scientist,Travel_Rarely,645,80,54,9,2,Life Sciences,1,3,3,1,1,2552,7172,1,Y,No,25,4,3,0,1,4,3,1,1,0,0
876,No,45,Female,Married,Research & Development,Research Scientist,Travel_Rarely,1457,80,83,7,3,Medical,1,1,3,1,3,4477,20100,4,Y,Yes,19,3,3,1,7,2,2,3,2,0,2
877,No,37,Female,Married,Research & Development,Manufacturing Director,Travel_Rarely,977,80,56,1,3,Life Sciences,1,4,2,2,4,6474,9961,1,Y,No,13,3,2,1,14,2,2,14,8,3,11
878,No,20,Male,Single,Research & Development,Laboratory Technician,Travel_Rarely,805,80,87,3,3,Life Sciences,1,1,2,1,3,3033,12828,1,Y,No,12,3,1,0,2,2,2,2,2,1,2
879,Yes,44,Male,Single,Research & Development,Research Scientist,Travel_Rarely,1097,80,96,10,4,Life Sciences,1,3,3,1,3,2936,10826,1,Y,Yes,11,3,3,0,6,4,3,6,4,0,2
880,No,53,Female,Divorced,Research & Development,Manager,Travel_Rarely,1223,80,50,7,2,Medical,1,4,3,5,3,18606,18640,3,Y,No,18,3,2,1,26,6,3,7,7,4,7
881,No,29,Female,Married,Research & Development,Research Scientist,Travel_Rarely,942,80,69,15,1,Life Sciences,1,2,1,1,4,2168,26933,0,Y,Yes,18,3,1,1,6,2,2,5,4,1,3
882,Yes,22,Male,Married,Research & Development,Research Scientist,Travel_Frequently,1256,80,48,3,4,Life Sciences,1,3,2,1,4,2853,4223,0,Y,Yes,11,3,2,1,1,5,3,0,0,0,0
883,No,46,Female,Married,Sales,Manager,Travel_Rarely,1402,80,69,2,3,Marketing,1,3,3,4,1,17048,24097,8,Y,No,23,4,1,0,28,2,3,26,15,15,9
884,No,44,Male,Single,Research & Development,Research Scientist,Non-Travel,111,80,74,17,3,Life Sciences,1,4,1,1,3,2290,4279,2,Y,No,13,3,4,0,6,3,3,0,0,0,0
885,No,33,Male,Married,Human Resources,Human Resources,Travel_Rarely,147,80,99,2,3,Human Resources,1,2,3,1,3,3600,8429,1,Y,No,13,3,4,1,5,2,3,5,4,1,4
886,Yes,41,Male,Divorced,Research & Development,Research Scientist,Non-Travel,906,80,95,5,2,Life Sciences,1,1,2,1,1,2107,20293,6,Y,No,17,3,1,1,5,2,1,1,0,0,0
887,No,30,Male,Divorced,Sales,Sales Executive,Travel_Rarely,1329,80,61,29,4,Life Sciences,1,3,3,2,1,4115,13192,8,Y,No,19,3,3,3,8,3,3,4,3,0,3
888,No,40,Male,Married,Sales,Sales Executive,Travel_Frequently,1184,80,62,2,4,Medical,1,2,3,2,2,4327,25440,5,Y,No,12,3,4,3,5,2,3,0,0,0,0
889,No,50,Female,Married,Research & Development,Manager,Travel_Frequently,1421,80,30,2,3,Medical,1,4,3,4,1,17856,9490,2,Y,No,22,4,3,1,32,3,3,2,2,2,2
890,No,28,Male,Married,Research & Development,Laboratory Technician,Travel_Rarely,1179,80,78,19,4,Medical,1,4,2,1,1,3196,12449,1,Y,No,12,3,3,3,6,2,3,6,5,3,3
891,No,46,Male,Married,Research & Development,Research Director,Travel_Rarely,1450,80,52,15,2,Life Sciences,1,4,3,5,2,19081,10849,5,Y,No,11,3,1,1,25,2,3,4,2,0,3
892,No,35,Male,Married,Sales,Sales Executive,Travel_Rarely,1361,80,94,17,4,Life Sciences,1,3,3,2,1,8966,21026,3,Y,Yes,15,3,4,3,15,2,3,7,7,1,7
893,Yes,24,Female,Married,Research & Development,Laboratory Technician,Travel_Rarely,984,80,97,17,2,Life Sciences,1,4,3,1,2,2210,3372,1,Y,No,13,3,1,1,1,3,1,1,0,0,0
894,No,33,Female,Married,Sales,Sales Executive,Travel_Frequently,1146,80,82,25,3,Medical,1,2,3,2,3,4539,4905,1,Y,No,12,3,1,1,10,3,2,10,7,0,1
895,No,36,Male,Divorced,Research & Development,Laboratory Technician,Travel_Rarely,917,80,60,6,4,Life Sciences,1,3,1,1,3,2741,6865,1,Y,No,14,3,3,1,7,4,3,7,7,1,7
896,No,30,Male,Divorced,Research & Development,Laboratory Technician,Travel_Rarely,853,80,49,7,4,Life Sciences,1,3,3,2,3,3491,11309,1,Y,No,13,3,1,3,10,4,2,10,7,8,9
897,No,44,Male,Single,Research & Development,Research Scientist,Travel_Rarely,200,80,32,29,4,Other,1,4,3,2,4,4541,7744,1,Y,No,25,4,2,0,20,3,3,20,11,13,17
898,No,20,Male,Single,Sales,Sales Representative,Travel_Rarely,654,80,43,21,3,Marketing,1,3,4,1,4,2678,5050,1,Y,No,17,3,4,0,2,2,3,2,1,2,2
899,No,46,Male,Divorced,Research & Development,Manufacturing Director,Travel_Rarely,150,80,60,2,4,Technical Degree,1,4,3,2,4,7379,17433,2,Y,No,11,3,3,1,12,3,2,6,3,1,4
900,No,42,Male,Married,Human Resources,Human Resources,Non-Travel,179,80,79,2,5,Medical,1,4,4,2,1,6272,12858,7,Y,No,16,3,1,1,10,3,4,4,3,0,3
901,No,60,Male,Divorced,Sales,Sales Executive,Travel_Rarely,696,80,52,7,4,Marketing,1,2,4,2,4,5220,10893,0,Y,Yes,18,3,2,1,12,3,3,11,7,1,9
902,No,32,Female,Married,Research & Development,Laboratory Technician,Travel_Frequently,116,80,77,13,3,Other,1,3,2,1,2,2743,7331,1,Y,No,20,4,3,1,2,2,3,2,2,2,2
903,No,32,Female,Single,Research & Development,Research Scientist,Travel_Frequently,1316,80,38,2,2,Life Sciences,1,4,3,2,3,4998,2338,4,Y,Yes,14,3,4,0,10,2,3,8,7,0,7
904,No,36,Female,Divorced,Research & Development,Manufacturing Director,Travel_Rarely,363,80,77,1,3,Technical Degree,1,3,1,3,1,10252,4235,2,Y,Yes,21,4,3,1,17,2,3,7,7,7,7
905,No,33,Male,Married,Research & Development,Research Scientist,Travel_Rarely,117,80,60,9,3,Medical,1,1,3,1,4,2781,6311,0,Y,No,13,3,2,1,15,5,3,14,10,4,10
906,No,40,Female,Divorced,Sales,Sales Executive,Travel_Rarely,107,80,84,10,3,Technical Degree,1,2,2,2,2,6852,11591,7,Y,No,12,3,2,1,7,2,4,5,1,1,3
907,No,25,Male,Single,Sales,Sales Executive,Travel_Rarely,1356,80,57,10,4,Life Sciences,1,3,3,2,4,4950,20623,0,Y,No,14,3,2,0,5,4,3,4,3,1,1
908,No,30,Male,Married,Research & Development,Research Scientist,Travel_Rarely,1465,80,63,1,3,Medical,1,4,3,1,2,3579,9369,0,Y,Yes,21,4,1,1,12,2,3,11,9,5,7
909,No,42,Female,Married,Research & Development,Research Director,Travel_Frequently,458,80,60,26,5,Medical,1,1,3,3,1,13191,23281,3,Y,Yes,17,3,3,0,20,6,3,1,0,0,0
910,No,35,Female,Married,Sales,Sales Executive,Non-Travel,1212,80,78,8,2,Marketing,1,3,2,3,4,10377,13755,4,Y,Yes,11,3,2,1,16,6,2,13,2,4,12
911,No,27,Male,Married,Research & Development,Research Scientist,Travel_Rarely,1103,80,42,14,3,Life Sciences,1,1,3,1,1,2235,14377,1,Y,Yes,14,3,4,2,9,3,2,9,7,6,8
912,No,54,Female,Divorced,Research & Development,Manufacturing Director,Travel_Frequently,966,80,53,1,4,Life Sciences,1,4,3,3,3,10502,9659,7,Y,No,17,3,1,1,33,2,1,5,4,1,4
913,No,44,Female,Married,Research & Development,Research Scientist,Travel_Rarely,1117,80,72,2,1,Life Sciences,1,1,4,1,4,2011,19982,1,Y,No,13,3,4,1,10,5,3,10,5,7,7
914,Yes,19,Female,Single,Research & Development,Research Scientist,Non-Travel,504,80,96,10,3,Medical,1,1,2,1,2,1859,6148,1,Y,Yes,25,4,2,0,1,2,4,1,1,0,0
915,No,29,Female,Divorced,Research & Development,Research Scientist,Travel_Rarely,1010,80,97,1,3,Life Sciences,1,1,3,1,4,3760,5598,1,Y,No,15,3,1,3,3,5,3,3,2,1,2
916,No,54,Male,Married,Research & Development,Research Director,Travel_Rarely,685,80,85,3,3,Life Sciences,1,4,3,4,4,17779,23474,3,Y,No,14,3,1,0,36,2,3,10,9,0,9
917,No,31,Male,Married,Research & Development,Healthcare Representative,Travel_Rarely,1332,80,80,11,2,Medical,1,3,3,2,1,6833,17089,1,Y,Yes,12,3,4,0,6,2,2,6,5,0,1
918,No,31,Female,Single,Research & Development,Healthcare Representative,Travel_Rarely,1062,80,96,24,3,Medical,1,3,2,2,1,6812,17198,1,Y,No,19,3,2,0,10,2,3,10,9,1,8
919,No,59,Female,Single,Sales,Sales Executive,Travel_Rarely,326,80,48,3,3,Life Sciences,1,3,2,2,4,5171,16490,5,Y,No,17,3,4,0,13,2,3,6,1,0,5
920,No,43,Male,Married,Research & Development,Research Director,Travel_Rarely,920,80,96,3,3,Life Sciences,1,3,1,5,4,19740,18625,3,Y,No,14,3,2,1,25,2,3,8,7,0,7
921,No,49,Male,Married,Research & Development,Manager,Travel_Rarely,1098,80,85,4,2,Medical,1,1,2,5,3,18711,12124,2,Y,No,13,3,3,1,23,2,4,1,0,0,0
922,No,36,Male,Married,Research & Development,Research Scientist,Travel_Frequently,469,80,46,3,3,Technical Degree,1,3,3,1,2,3692,9256,1,Y,No,12,3,3,0,12,2,2,11,10,0,7
923,No,48,Male,Single,Research & Development,Laboratory Technician,Travel_Rarely,969,80,76,2,2,Technical Degree,1,4,4,1,2,2559,16620,5,Y,No,11,3,3,0,7,4,2,1,0,0,0
924,No,27,Male,Divorced,Research & Development,Research Scientist,Travel_Rarely,1167,80,76,4,2,Life Sciences,1,1,3,1,3,2517,3208,1,Y,No,11,3,2,3,5,2,3,5,3,0,3
925,No,29,Male,Divorced,Research & Development,Healthcare Representative,Travel_Rarely,1329,80,82,7,3,Life Sciences,1,3,3,2,4,6623,4204,1,Y,Yes,11,3,2,2,6,2,3,6,0,1,0
926,No,48,Male,Single,Research & Development,Research Director,Travel_Rarely,715,80,76,1,3,Life Sciences,1,4,2,5,4,18265,8733,6,Y,No,12,3,3,0,25,3,4,1,0,0,0
927,No,29,Female,Divorced,Research & Development,Research Director,Travel_Rarely,694,80,87,1,3,Life Sciences,1,4,2,4,4,16124,3423,3,Y,No,14,3,2,2,9,2,2,7,7,1,7
928,No,34,Female,Married,Research & Development,Research Scientist,Travel_Rarely,1320,80,89,20,3,Technical Degree,1,3,4,1,3,2585,21643,0,Y,No,17,3,4,0,2,5,2,1,0,0,0
929,No,44,Male,Married,Sales,Manager,Travel_Rarely,1099,80,88,5,3,Marketing,1,2,3,5,2,18213,8751,7,Y,No,11,3,3,1,26,5,3,22,9,3,10
930,No,33,Male,Divorced,Sales,Sales Executive,Travel_Rarely,536,80,82,10,5,Marketing,1,4,4,3,3,8380,21708,0,Y,Yes,14,3,4,2,10,3,3,9,8,0,8
931,No,19,Female,Single,Research & Development,Research Scientist,Travel_Rarely,265,80,57,25,3,Life Sciences,1,2,4,1,4,2994,21221,1,Y,Yes,12,3,4,0,1,2,3,1,0,0,1
932,No,23,Male,Married,Research & Development,Research Scientist,Travel_Rarely,373,80,47,1,2,Life Sciences,1,4,3,1,3,1223,16901,1,Y,No,22,4,4,1,1,2,3,1,0,0,1
933,Yes,25,Male,Single,Sales,Sales Representative,Travel_Frequently,599,80,73,24,1,Life Sciences,1,3,1,1,4,1118,8040,1,Y,Yes,14,3,4,0,1,4,3,1,0,1,0
934,No,26,Male,Single,Research & Development,Research Scientist,Travel_Rarely,583,80,53,4,2,Life Sciences,1,3,3,1,4,2875,9973,1,Y,Yes,20,4,2,0,8,2,2,8,5,2,2
935,Yes,45,Female,Single,Sales,Manager,Travel_Rarely,1449,80,94,2,3,Marketing,1,1,1,5,2,18824,2493,2,Y,Yes,16,3,1,0,26,2,3,24,10,1,11
936,No,55,Male,Divorced,Research & Development,Healthcare Representative,Non-Travel,177,80,37,8,1,Medical,1,4,2,4,2,13577,25592,1,Y,Yes,15,3,4,1,34,3,3,33,9,15,0
937,Yes,21,Female,Single,Research & Development,Laboratory Technician,Travel_Frequently,251,80,45,10,2,Life Sciences,1,1,2,1,3,2625,25308,1,Y,No,20,4,3,0,2,2,1,2,2,2,2
938,No,46,Female,Married,Sales,Manager,Travel_Rarely,168,80,33,4,2,Marketing,1,4,2,5,2,18789,9946,2,Y,No,14,3,3,1,26,2,3,11,4,0,8
939,No,34,Female,Single,Sales,Sales Executive,Travel_Rarely,131,80,86,2,3,Marketing,1,3,3,2,1,4538,6039,0,Y,Yes,12,3,4,0,4,3,3,3,2,0,2
940,No,51,Male,Divorced,Sales,Manager,Travel_Frequently,237,80,83,9,3,Life Sciences,1,4,3,5,2,19847,19196,4,Y,Yes,24,4,1,1,31,5,2,29,10,11,10
941,No,59,Male,Single,Research & Development,Manufacturing Director,Travel_Rarely,1429,80,67,18,4,Medical,1,4,3,3,4,10512,20002,6,Y,No,12,3,4,0,25,6,2,9,7,5,4
942,No,34,Female,Divorced,Research & Development,Laboratory Technician,Travel_Frequently,135,80,46,19,3,Medical,1,3,3,2,2,4444,22534,4,Y,No,13,3,3,2,15,2,4,11,8,5,10
943,No,28,Male,Single,Research & Development,Laboratory Technician,Travel_Frequently,791,80,44,1,4,Medical,1,4,3,1,3,2154,6842,0,Y,Yes,11,3,3,0,5,2,2,4,2,0,2
944,No,44,Male,Divorced,Research & Development,Manager,Travel_Rarely,1199,80,92,4,2,Life Sciences,1,3,4,5,1,19190,17477,1,Y,No,14,3,4,2,26,4,2,25,9,14,13
945,No,34,Male,Married,Human Resources,Human Resources,Travel_Frequently,648,80,56,11,3,Life Sciences,1,3,2,2,2,4490,21833,4,Y,No,11,3,4,2,14,5,4,10,9,1,8
946,No,35,Male,Married,Research & Development,Research Scientist,Travel_Rarely,735,80,66,6,1,Life Sciences,1,3,3,1,3,3506,6020,0,Y,Yes,14,3,4,0,4,3,3,3,2,2,2
947,No,42,Female,Married,Research & Development,Research Scientist,Travel_Rarely,603,80,78,7,4,Medical,1,2,4,2,2,2372,5628,6,Y,Yes,16,3,4,0,18,2,3,1,0,0,0
948,No,43,Female,Single,Sales,Sales Executive,Travel_Rarely,531,80,56,4,4,Marketing,1,4,2,3,4,10231,20364,3,Y,No,14,3,4,0,23,3,4,21,7,15,17
949,No,36,Female,Single,Research & Development,Manufacturing Director,Travel_Rarely,429,80,53,2,4,Life Sciences,1,3,3,2,2,5410,2323,9,Y,Yes,11,3,4,0,18,2,3,16,14,5,12
950,Yes,44,Female,Married,Research & Development,Healthcare Representative,Travel_Rarely,621,80,73,15,3,Medical,1,1,3,3,4,7978,14075,1,Y,No,11,3,4,1,10,2,3,10,7,0,5
951,No,28,Male,Married,Research & Development,Laboratory Technician,Travel_Frequently,193,80,52,2,3,Life Sciences,1,4,2,1,4,3867,14222,1,Y,Yes,12,3,2,1,2,2,3,2,2,2,2
952,No,51,Female,Single,Research & Development,Laboratory Technician,Travel_Frequently,968,80,40,6,2,Medical,1,2,2,1,3,2838,4257,0,Y,No,14,3,2,0,8,6,2,7,0,7,7
953,No,30,Female,Single,Research & Development,Manufacturing Director,Non-Travel,879,80,72,9,2,Medical,1,3,3,2,3,4695,12858,7,Y,Yes,18,3,3,0,10,3,3,8,4,1,7
954,Yes,29,Female,Divorced,Research & Development,Laboratory Technician,Travel_Rarely,806,80,39,7,3,Technical Degree,1,2,3,1,3,3339,17285,3,Y,Yes,13,3,1,2,10,2,3,7,7,7,7
955,No,28,Male,Single,Research & Development,Research Scientist,Travel_Rarely,640,80,84,1,3,Technical Degree,1,4,3,1,1,2080,4732,2,Y,No,11,3,2,0,5,2,2,3,2,1,2
956,No,25,Female,Single,Research & Development,Research Scientist,Travel_Rarely,266,80,40,1,3,Medical,1,4,3,1,2,2096,18830,1,Y,No,18,3,4,0,2,3,2,2,2,2,1
957,No,32,Male,Married,Sales,Sales Executive,Travel_Rarely,604,80,56,8,3,Medical,1,3,4,2,4,6209,11693,1,Y,No,15,3,3,2,10,4,4,10,7,0,8
958,No,45,Female,Single,Research & Development,Manager,Travel_Frequently,364,80,83,25,3,Medical,1,2,3,5,2,18061,13035,3,Y,No,22,4,3,0,22,4,3,0,0,0,0
959,No,39,Female,Divorced,Research & Development,Manager,Travel_Rarely,412,80,94,13,4,Medical,1,3,2,4,2,17123,17334,6,Y,Yes,13,3,4,2,21,4,3,19,9,15,2
960,No,58,Male,Divorced,Research & Development,Research Scientist,Travel_Rarely,848,80,88,23,4,Life Sciences,1,1,3,1,3,2372,26076,1,Y,No,12,3,4,2,2,3,3,2,2,2,2
961,Yes,32,Male,Married,Research & Development,Laboratory Technician,Travel_Rarely,1089,80,79,7,2,Life Sciences,1,4,3,2,3,4883,22845,1,Y,No,18,3,1,1,10,3,3,10,4,1,1
962,Yes,39,Male,Single,Research & Development,Research Scientist,Travel_Rarely,360,80,93,23,3,Medical,1,3,3,1,1,3904,22154,0,Y,No,13,3,1,0,6,2,3,5,2,0,3
963,No,30,Female,Married,Research & Development,Laboratory Technician,Travel_Rarely,1138,80,48,6,3,Technical Degree,1,1,2,2,4,4627,23631,0,Y,No,12,3,1,1,10,6,3,9,2,6,7
964,No,36,Female,Married,Research & Development,Healthcare Representative,Travel_Rarely,325,80,63,10,4,Technical Degree,1,4,3,3,3,7094,5747,3,Y,No,12,3,1,0,10,0,3,7,7,1,7
965,No,46,Female,Single,Human Resources,Human Resources,Travel_Rarely,991,80,44,1,2,Life Sciences,1,4,3,1,1,3423,22957,6,Y,No,12,3,3,0,10,3,4,7,6,5,7
966,No,28,Female,Married,Research & Development,Laboratory Technician,Non-Travel,1476,80,55,1,3,Life Sciences,1,3,1,2,4,6674,16392,0,Y,No,11,3,1,3,10,6,3,9,8,7,5
967,No,50,Female,Married,Research & Development,Research Director,Travel_Rarely,1322,80,43,28,3,Life Sciences,1,4,3,4,1,16880,22422,4,Y,Yes,11,3,2,0,25,2,3,3,2,1,2
968,Yes,40,Male,Single,Sales,Sales Executive,Travel_Rarely,299,80,57,25,4,Marketing,1,4,2,3,2,9094,17235,2,Y,Yes,12,3,3,0,9,2,3,5,4,1,0
969,Yes,52,Male,Single,Sales,Sales Executive,Travel_Rarely,1030,80,64,5,3,Life Sciences,1,2,3,3,2,8446,21534,9,Y,Yes,19,3,3,0,10,2,2,8,7,7,7
970,No,30,Female,Married,Research & Development,Manager,Travel_Rarely,634,80,95,17,4,Medical,1,2,3,3,1,11916,25927,1,Y,Yes,23,4,4,2,9,2,3,9,1,0,8
971,No,39,Male,Single,Research & Development,Manufacturing Director,Travel_Rarely,524,80,32,18,2,Life Sciences,1,1,3,2,3,4534,13352,0,Y,No,11,3,1,0,9,6,3,8,7,1,7
972,No,31,Female,Divorced,Sales,Sales Executive,Non-Travel,587,80,57,2,4,Life Sciences,1,4,3,3,3,9852,8935,1,Y,Yes,19,3,1,1,10,5,2,10,8,9,6
973,No,41,Male,Single,Sales,Sales Executive,Non-Travel,256,80,40,10,2,Medical,1,3,1,2,2,6151,22074,1,Y,No,13,3,1,0,19,4,3,19,2,11,9
974,Yes,31,Female,Single,Sales,Sales Representative,Travel_Frequently,1060,80,54,1,3,Life Sciences,1,4,3,1,2,2302,8319,1,Y,Yes,11,3,1,0,3,2,4,3,2,2,2
975,Yes,44,Male,Married,Research & Development,Laboratory Technician,Travel_Rarely,935,80,89,3,3,Life Sciences,1,1,3,1,1,2362,14669,4,Y,No,12,3,3,0,10,4,4,3,2,1,2
976,No,42,Male,Married,Research & Development,Manager,Non-Travel,495,80,37,2,1,Life Sciences,1,3,3,4,3,17861,26582,0,Y,Yes,13,3,4,0,21,3,2,20,8,2,10
977,No,55,Female,Married,Research & Development,Manager,Travel_Rarely,282,80,58,2,2,Medical,1,4,1,5,3,19187,6992,4,Y,No,14,3,4,1,23,5,3,19,9,9,11
978,No,56,Male,Single,Human Resources,Manager,Travel_Rarely,206,80,99,8,4,Life Sciences,1,4,3,5,2,19717,4022,6,Y,No,14,3,1,0,36,4,3,7,3,7,7
979,No,40,Male,Divorced,Research & Development,Research Scientist,Non-Travel,458,80,74,16,2,Life Sciences,1,3,3,1,3,3544,8532,9,Y,No,16,3,2,1,6,0,3,4,2,0,0
980,No,34,Male,Divorced,Research & Development,Healthcare Representative,Travel_Rarely,943,80,86,9,3,Life Sciences,1,4,3,3,4,8500,5494,0,Y,No,11,3,4,1,10,0,2,9,7,1,6
981,No,40,Male,Single,Research & Development,Research Scientist,Travel_Rarely,523,80,98,2,3,Life Sciences,1,3,3,2,4,4661,22455,1,Y,No,13,3,3,0,9,4,3,9,8,8,8
982,No,41,Female,Divorced,Sales,Sales Executive,Travel_Frequently,1018,80,66,1,3,Marketing,1,3,3,2,1,4103,4297,0,Y,No,17,3,4,1,10,2,3,9,3,1,7
983,No,35,Male,Single,Research & Development,Research Scientist,Travel_Frequently,482,80,87,4,4,Life Sciences,1,3,3,2,3,4249,2690,1,Y,Yes,11,3,2,0,9,3,3,9,6,1,1
984,No,51,Male,Divorced,Human Resources,Manager,Travel_Rarely,770,80,84,5,3,Life Sciences,1,3,3,4,2,14026,17588,1,Y,Yes,11,3,2,1,33,2,3,33,9,0,10
985,No,38,Female,Divorced,Sales,Sales Executive,Travel_Rarely,1009,80,31,2,2,Life Sciences,1,2,3,2,1,6893,19461,3,Y,No,15,3,4,1,11,3,3,7,7,1,7
986,No,34,Female,Single,Sales,Sales Executive,Travel_Rarely,507,80,66,15,2,Medical,1,3,3,2,1,6125,23553,1,Y,No,12,3,4,0,10,6,4,10,8,9,6
987,No,25,Male,Married,Research & Development,Laboratory Technician,Travel_Rarely,882,80,67,19,1,Medical,1,4,3,1,4,3669,9075,3,Y,No,11,3,3,3,7,6,2,3,2,1,2
988,Yes,58,Female,Married,Research & Development,Manufacturing Director,Travel_Rarely,601,80,53,7,4,Medical,1,3,2,3,1,10008,12023,7,Y,Yes,14,3,4,0,31,0,2,10,9,5,9
989,No,40,Male,Married,Research & Development,Laboratory Technician,Travel_Rarely,329,80,88,1,4,Life Sciences,1,2,3,1,2,2387,6762,3,Y,No,22,4,3,1,7,3,3,4,2,0,3
990,No,36,Female,Married,Sales,Sales Executive,Travel_Frequently,607,80,83,7,3,Marketing,1,1,4,2,1,4639,2261,2,Y,No,16,3,4,1,17,2,2,15,7,6,13
991,No,48,Male,Single,Research & Development,Manufacturing Director,Travel_Rarely,855,80,54,4,3,Life Sciences,1,4,3,3,4,7898,18706,1,Y,No,11,3,3,0,11,2,3,10,9,0,8
992,No,27,Female,Married,Sales,Sales Representative,Travel_Rarely,1291,80,98,11,3,Medical,1,3,4,1,4,2534,6527,8,Y,No,14,3,2,1,5,4,3,1,0,0,0
993,No,51,Female,Single,Research & Development,Manufacturing Director,Travel_Rarely,1405,80,82,11,2,Technical Degree,1,4,2,4,2,13142,24439,3,Y,No,16,3,2,0,29,1,2,5,2,0,3
994,No,18,Female,Single,Research & Development,Laboratory Technician,Non-Travel,1124,80,97,1,3,Life Sciences,1,4,3,1,4,1611,19305,1,Y,No,15,3,3,0,0,5,4,0,0,0,0
995,No,35,Female,Married,Research & Development,Laboratory Technician,Travel_Rarely,817,80,60,1,3,Medical,1,4,2,2,4,5363,10846,0,Y,No,12,3,2,1,10,0,3,9,7,0,0
996,No,27,Male,Single,Sales,Sales Executive,Travel_Frequently,793,80,43,2,1,Life Sciences,1,4,1,2,4,5071,20392,3,Y,No,20,4,2,0,8,3,3,6,2,0,0
997,Yes,55,Male,Single,Sales,Sales Executive,Travel_Rarely,267,80,85,13,4,Marketing,1,1,4,4,3,13695,9277,6,Y,Yes,17,3,3,0,24,2,2,19,7,3,8
998,No,56,Male,Married,Research & Development,Manufacturing Director,Travel_Rarely,1369,80,68,23,3,Life Sciences,1,4,3,4,2,13402,18235,4,Y,Yes,12,3,1,1,33,0,3,19,16,15,9
999,No,34,Female,Divorced,Research & Development,Research Scientist,Non-Travel,999,80,92,26,1,Technical Degree,1,1,2,1,3,2029,15891,1,Y,No,20,4,3,3,5,2,3,5,4,0,0
1000,No,40,Female,Divorced,Research & Development,Healthcare Representative,Travel_Rarely,1202,80,89,2,1,Medical,1,2,4,2,3,6377,13888,5,Y,No,20,4,2,3,15,0,3,12,11,11,8
1001,No,34,Male,Married,Research & Development,Laboratory Technician,Travel_Rarely,285,80,86,29,3,Medical,1,2,3,2,3,5429,17491,4,Y,No,13,3,1,2,10,1,3,8,7,7,7
1002,Yes,31,Female,Single,Sales,Sales Representative,Travel_Frequently,703,80,90,2,3,Life Sciences,1,3,2,1,4,2785,11882,7,Y,No,14,3,3,0,3,3,4,1,0,0,0
1003,Yes,35,Female,Married,Sales,Sales Executive,Travel_Frequently,662,80,67,18,4,Marketing,1,4,3,2,3,4614,23288,0,Y,Yes,18,3,3,1,5,0,2,4,2,3,2
1004,No,38,Male,Divorced,Research & Development,Research Scientist,Travel_Frequently,693,80,57,7,3,Life Sciences,1,4,4,1,3,2610,15748,1,Y,No,11,3,4,3,4,2,3,4,2,0,3
1005,No,34,Female,Single,Research & Development,Healthcare Representative,Travel_Rarely,404,80,98,2,4,Technical Degree,1,3,3,2,4,6687,6163,1,Y,No,11,3,4,0,14,2,4,14,11,4,11
1006,No,28,Male,Married,Sales,Sales Executive,Travel_Rarely,736,80,48,26,3,Life Sciences,1,3,2,2,1,4724,24232,1,Y,No,11,3,3,1,5,0,3,5,3,0,4
1007,Yes,31,Male,Married,Research & Development,Manufacturing Director,Travel_Rarely,330,80,98,22,4,Medical,1,4,3,2,3,6179,21057,1,Y,Yes,15,3,4,2,10,3,2,10,2,6,7
1008,No,39,Male,Married,Sales,Sales Executive,Travel_Rarely,1498,80,44,21,4,Life Sciences,1,1,2,2,4,6120,3567,3,Y,Yes,12,3,4,2,8,2,4,5,4,1,4
1009,No,51,Male,Married,Sales,Sales Executive,Travel_Frequently,541,80,52,2,3,Marketing,1,2,3,3,2,10596,15395,2,Y,No,11,3,2,0,14,5,3,4,2,3,2
1010,No,41,Female,Divorced,Research & Development,Research Scientist,Travel_Frequently,1200,80,75,22,3,Life Sciences,1,4,3,2,4,5467,13953,3,Y,Yes,14,3,1,2,12,4,2,6,2,3,3
1011,No,37,Male,Married,Research & Development,Research Scientist,Travel_Rarely,1439,80,54,4,1,Life Sciences,1,3,3,1,3,2996,5182,7,Y,Yes,15,3,4,0,8,2,3,6,4,1,3
1012,No,33,Male,Married,Sales,Sales Executive,Travel_Frequently,1111,80,61,5,1,Life Sciences,1,2,3,2,4,9998,19293,6,Y,No,13,3,1,0,8,2,4,5,4,1,2
